140712473, 1, 5.120285
140712473, 2, 2.569948
140712473, 3, 1.707135
140712473, 4, 1.280379
140712473, 5, 1.055203
140712473, 6, 0.853980
140712473, 7, 0.731671
140712473, 8, 0.640354
140712473, 9, 0.569222
140712473, 10, 0.512019
140712473, 11, 0.465476
140712473, 12, 0.440001
140712473, 1, 5.131919
140712473, 2, 2.750159
140712473, 3, 1.711344
140712473, 4, 1.372675
140712473, 5, 1.025701
140712473, 6, 0.854810
140712473, 7, 0.732626
140712473, 8, 0.641183
140712473, 9, 0.570188
140712473, 10, 0.516707
140712473, 11, 0.469187
140712473, 12, 0.427158
140712473, 1, 5.136758
140712473, 2, 2.568336
140712473, 3, 1.709774
140712473, 4, 1.282243
140712473, 5, 1.148308
140712473, 6, 0.880565
140712473, 7, 0.754797
140712473, 8, 0.686338
140712473, 9, 0.570112
140712473, 10, 0.512716
140712473, 11, 0.466237
140712473, 12, 0.427398
140712473, 1, 5.119410
140712473, 2, 2.585376
140712473, 3, 1.724249
140712473, 4, 1.280500
140712473, 5, 1.023828
140712473, 6, 0.854357
140712473, 7, 0.731816
140712473, 8, 0.685286
140712473, 9, 0.571305
140712473, 10, 0.512482
140712473, 11, 0.465845
140712473, 12, 0.428275
140712473, 1, 5.736934
140712473, 2, 2.560772
140712473, 3, 1.707108
140712473, 4, 1.441242
140712473, 5, 1.024251
140712473, 6, 0.854240
140712473, 7, 0.731606
140712473, 8, 0.640242
140712473, 9, 0.569447
140712473, 10, 0.513428
140712473, 11, 0.467650
140712473, 12, 0.427983
140712473, 1, 5.121983
140712473, 2, 2.561188
140712473, 3, 1.707767
140712473, 4, 1.281366
140712473, 5, 1.024361
140712473, 6, 0.879461
140712473, 7, 0.737713
140712473, 8, 0.640320
140712473, 9, 0.568991
140712473, 10, 0.512088
140712473, 11, 0.465785
140712473, 12, 0.426982
140712473, 1, 5.115451
140712473, 2, 2.557553
140712473, 3, 1.909397
140712473, 4, 1.278596
140712473, 5, 1.022897
140712473, 6, 1.129116
140712473, 7, 0.730845
140712473, 8, 0.639437
140712473, 9, 0.752728
140712473, 10, 0.511904
140712473, 11, 0.465362
140712473, 12, 0.426522
140712473, 1, 5.115925
140712473, 2, 2.557700
140712473, 3, 1.705507
140712473, 4, 1.278948
140712473, 5, 1.023124
140712473, 6, 0.853358
140712473, 7, 0.752920
140712473, 8, 0.639593
140712473, 9, 0.570022
140712473, 10, 0.512253
140712473, 11, 0.479417
140712473, 12, 0.439301
140712473, 1, 5.121981
140712473, 2, 2.560730
140712473, 3, 1.707064
140712473, 4, 1.279950
140712473, 5, 1.024100
140712473, 6, 0.853445
140712473, 7, 0.736329
140712473, 8, 0.640201
140712473, 9, 0.569013
140712473, 10, 0.512204
140712473, 11, 0.465697
140712473, 12, 0.478040
140712473, 1, 5.121102
140712473, 2, 2.560574
140712473, 3, 1.707320
140712473, 4, 1.280597
140712473, 5, 1.024292
140712473, 6, 0.853824
140712473, 7, 0.753805
140712473, 8, 0.640650
140712473, 9, 0.586411
140712473, 10, 0.512638
140712473, 11, 0.466911
140712473, 12, 0.427203
140712473, 1, 5.121049
140712473, 2, 2.568850
140712473, 3, 1.706392
140712473, 4, 1.283371
140712473, 5, 1.025243
140712473, 6, 0.853609
140712473, 7, 0.731445
140712473, 8, 0.659596
140712473, 9, 0.569308
140712473, 10, 0.512264
140712473, 11, 0.465779
140712473, 12, 0.478381
140712473, 1, 5.121861
140712473, 2, 2.569636
140712473, 3, 1.758727
140712473, 4, 1.280508
140712473, 5, 1.032420
140712473, 6, 0.854227
140712473, 7, 0.731838
140712473, 8, 0.640899
140712473, 9, 0.609695
140712473, 10, 0.512434
140712473, 11, 0.465961
140712473, 12, 0.427281
140712473, 1, 5.121464
140712473, 2, 2.562205
140712473, 3, 1.707453
140712473, 4, 1.280242
140712473, 5, 1.024435
140712473, 6, 0.856421
140712473, 7, 0.732010
140712473, 8, 0.717244
140712473, 9, 0.569016
140712473, 10, 0.512409
140712473, 11, 0.521577
140712473, 12, 0.428176
140712473, 1, 5.123508
140712473, 2, 2.568472
140712473, 3, 1.708139
140712473, 4, 1.282359
140712473, 5, 1.025737
140712473, 6, 0.854486
140712473, 7, 0.732542
140712473, 8, 0.640678
140712473, 9, 0.569732
140712473, 10, 0.512759
140712473, 11, 0.466388
140712473, 12, 0.429996
140712473, 1, 5.124671
140712473, 2, 2.563102
140712473, 3, 1.709843
140712473, 4, 1.281531
140712473, 5, 1.025289
140712473, 6, 0.957258
140712473, 7, 0.732290
140712473, 8, 0.848309
140712473, 9, 0.573831
140712473, 10, 0.528076
140712473, 11, 0.466787
140712473, 12, 0.478435
